coord	FC	cat
chr15:32334539-32334790	1.07135452859563	no
chr15:32396742-32396968	0.770006503710127	no
chr15:32423093-32423269	1.17795696925192	no
chr15:32700138-32700506	1.52569334393883	no
chr15:32902939-32903290	1.13358947511813	no
chr15:32941604-32941858	1.10678132156298	no
chr15:32943467-32943874	1.19103085348335	no
chr15:32954741-32955247	1.17237687939284	no
chr15:33117050-33117279	1.50335944694582	no
chr15:33136211-33136784	1.17795696925192	no
chr15:33162681-33162861	1.2951666179337	REnh
chr15:33175688-33175947	1.78649562495401	no
chr15:33228440-33228904	1.36150663448824	no
chr15:33247995-33248607	1.15236311875215	no
chr15:33285577-33285763	0.931264410246279	no
chr15:33286849-33287323	0.837864405950838	no
chr15:33299516-33299771	0.884135502998604	no
chr15:33314022-33314418	0.906381875476258	no
chr15:33367176-33367456	0.987451799022496	no
chr15:33378650-33379188	0.954065699804893	no
chr15:33424820-33425371	1.15468638511023	no
chr15:33452301-33452622	1.14783019254471	no
chr15:33494121-33494414	1.19858668850326	REnh
chr15:33508229-33508819	1.02107035847475	no
chr15:33518842-33519153	0.758984586207459	no
chr15:33526102-33526595	1.13325271994444	no
chr15:33534848-33535298	1.01394985641586	REnh
chr15:33584840-33585636	0.980909903811979	no
chr15:33588364-33588536	1.82518607323649	no
chr15:33601815-33602156	0.923950075612689	no
chr15:33900873-33901270	1.13491347463857	no
chr15:33915228-33915546	0.701694043678365	no
chr15:33967473-33967816	1.03864536973461	no
chr15:33991942-33992174	1.01047493570899	no
chr15:33992829-33993326	1.03326097079551	no
chr15:33993572-33993741	1.11287647371314	no
chr15:34021814-34022192	0.875002831925402	no
chr15:34027840-34028241	1.11070918794353	no
chr15:34029820-34030284	0.94628615835517	no
chr15:34058620-34058938	1.17795696925192	no
chr15:34256182-34256704	0.96052734409141	no
chr15:34267295-34267557	1.01047493570899	no
chr15:34286189-34286558	1.2283688224296	no
chr15:34354091-34354600	0.9867107844926	no
chr15:34402269-34402722	1.12054233224532	no
chr15:34411611-34411912	0.349914655265308	no
chr15:34501854-34502617	0.996413623044003	promoter
chr15:34516983-34517414	0.87034915854097	promoter
chr15:34531697-34531864	0.917634987096796	REnh
chr15:34533580-34533880	1.28016581690935	REnh
chr15:34630012-34630208	0.767723198865677	promoter
chr15:34634860-34635686	1.03891372684667	promoter
chr15:34650703-34650877	0.650513550183894	no
chr15:34652526-34652844	0.87034915854097	no
chr15:34659309-34660354	0.976654154797017	promoter
chr15:34816132-34816339	0.807918130743461	no
chr15:34880109-34880657	1.06707800755631	REnh
chr15:34902748-34902981	1.17795696925192	no
chr15:34908873-34909105	0.797970850138395	no
chr15:34913914-34914440	1.01420969290065	no
chr15:35000519-35000976	1.14877554144221	no
chr15:35014791-35014970	0.684571851240642	no
chr15:35212290-35212846	1.10754109576973	no
chr15:35261979-35262216	1.29846407608076	promoter
chr15:35264306-35264502	0.591643545642365	no
chr15:35272687-35273066	1.05800208439938	no
chr15:35283600-35283826	1.17795696925192	REnh
chr15:35292657-35292944	0.427458069174518	REnh
chr15:35311337-35311525	0.911450867611211	no
chr15:35370618-35371169	1.14332572698076	no
chr15:35498570-35498739	1.66471604745519	no
chr15:35581158-35581873	1.10259786686075	no
chr15:35585552-35585942	1.33622374055256	REnh
chr15:35729406-35729689	1.29158625889036	no
chr15:35736572-35737244	1.03667277503879	no
chr15:35811795-35812331	0.601092635631977	no
chr15:35838119-35838660	1.01850424921782	promoter
chr15:35989678-35990169	0.81483829808918	no
chr15:36043729-36044269	1.10479194010583	no
chr15:36204467-36204741	0.90401348803054	no
chr15:36344862-36345246	0.770110360753289	no
chr15:36570397-36570737	0.864253382234096	no
chr15:36665948-36666162	0.0858114348461661	REnh
chr15:36720290-36721000	1.11258754809476	REnh
chr15:36741463-36741970	0.873222338490939	REnh
chr15:36793171-36793693	1.03557258431212	no
chr15:36937349-36937766	1.01805330826749	no
chr15:37103309-37103549	1.07432439131186	no
chr15:37175671-37176437	1.03138414022845	no
chr15:37425808-37426288	0.73996905504866	no
chr15:37426672-37427206	1.07821463485294	no
chr15:37427435-37427865	1.53689122581067	no
chr15:37497034-37497234	0.760241731928541	no
chr15:37581237-37581779	1.39002778204686	no
chr15:37974580-37974884	1.02372365085559	no
chr15:37991030-37991274	1.07596935286647	no
chr15:38056875-38057291	1.22856736535296	REnh
chr15:38086003-38086308	1.08757663913029	no
chr15:38172544-38173258	1.09054855162956	no
chr15:38183884-38184330	1.16923782070083	no
chr15:38274005-38274320	0.982283054093791	no
chr15:38287845-38288517	1.0869743773515	no
chr15:38294996-38295648	1.20366532737614	no
chr15:38364689-38365323	0.742548299298661	REnh
chr15:38543552-38544265	1.05934007846745	promoter
chr15:38544380-38544587	2.34530171355562	promoter
chr15:38646328-38646977	1.01693764838023	no
chr15:38682114-38682507	0.765966309056742	no
chr15:38706490-38706901	0.888371988706243	no
chr15:38732363-38732920	0.848039040244377	no
chr15:38736014-38736179	4.05102274791513	no
chr15:38746247-38746859	1.00541999639211	promoter
chr15:38766294-38766751	1.04629839938155	no
chr15:38856191-38857143	1.06650036660241	promoter
chr15:38939953-38940231	0.798582744050011	no
chr15:38975700-38976239	0.860988866597639	no
chr15:38982904-38983259	1.12681556682419	no
chr15:38991886-38992191	1.08885281121471	no
chr15:38999879-39000670	1.0500918979627	no
chr15:39017110-39017347	0.681500009030802	no
chr15:39061202-39061514	1.08311341295144	no
chr15:39109777-39110489	0.94184087296534	no
chr15:39145784-39146193	0.947737366140792	no
chr15:39156352-39156675	1.20528775740161	no
chr15:39165302-39165509	0.561225571737824	no
chr15:39186243-39187172	0.690589917180475	no
chr15:39283253-39283707	0.841680420515013	no
chr15:39418090-39418582	1.42895441310427	no
chr15:39420177-39420826	1.0874609152761	REnh
chr15:39464014-39464997	1.02350698030762	no
chr15:39481182-39481502	1.11445524584211	REnh
chr15:39505580-39506196	0.747768602392999	REnh
chr15:39602849-39603134	0.557979617014065	no
chr15:39605236-39605497	1.01480503445248	no
chr15:39623511-39623810	0.609810521059674	no
chr15:39730970-39731437	0.919065327658088	no
chr15:39835985-39836150	1.5278451779406	no
chr15:39871772-39873085	1.04298548996221	promoter
chr15:39873872-39874239	0.905348170034055	promoter
chr15:39875687-39876009	1.23261854555131	no
chr15:39894449-39894734	1.20733245476942	no
chr15:39920338-39920542	1.09994657393722	no
chr15:39978141-39978764	0.912469362267163	no
chr15:40009433-40009658	1.87773338662929	no
chr15:40048967-40049419	1.0008988925297	no
chr15:40078712-40079085	1.00360626149955	no
chr15:40094113-40094466	1.38317595344215	no
chr15:40167092-40167564	1.14255630901895	no
chr15:40180025-40180337	1.19895441968421	no
chr15:40223875-40224130	1.2951666179337	no
chr15:40226095-40226401	2.12910234815098	promoter
chr15:40322534-40322768	1.22308942018111	no
chr15:40337229-40337749	0.98236262329006	REnh
chr15:40339183-40339350	0.593846075407991	no
chr15:40345474-40345761	2.34974662452869	no
chr15:40396965-40397393	0.950149013876847	promoter
chr15:40399156-40399391	1.17795696925192	promoter
chr15:40401094-40401561	0.865501539742124	promoter
chr15:40429837-40430198	1.07791816082288	no
chr15:40447457-40447639	0.902411479368427	no
chr15:40453215-40453421	1.38461608666453	promoter
chr15:40453660-40453823	1.9546318940334	promoter
chr15:40509281-40509933	1.10173846590336	promoter
chr15:40531293-40531590	1.03560567387404	promoter
chr15:40544712-40544879	0.557979617014065	promoter
chr15:40546612-40546800	1.17795696925192	promoter
chr15:40559157-40559332	1.7596641145615	REnh
chr15:40564920-40565262	1.20593694476859	no
chr15:40566767-40567358	1.04930863040895	no
chr15:40571521-40572033	1.03753110404995	no
chr15:40574327-40575256	1.05407017143401	promoter
chr15:40581682-40581909	1.2880464056306	no
chr15:40599864-40600091	0.884932847547459	no
chr15:40602111-40602632	0.963860827984756	no
chr15:40613032-40613495	0.892607816972875	no
chr15:40615535-40615809	0.884135502998604	REnh
chr15:40630180-40630655	0.879740015010925	REnh
chr15:40631701-40632229	1.11434093130852	promoter
chr15:40636540-40637176	0.952247969447044	no
chr15:40646588-40646853	0.871330426279617	no
chr15:40650731-40650968	0.525349230054179	no
chr15:40659906-40660776	0.891672228651273	REnh
chr15:40713892-40714490	0.948452434793686	no
chr15:40733205-40733897	1.16458628855666	promoter
chr15:40763862-40764044	1.61423732823411	promoter
chr15:40799215-40799623	0.8054804572355	REnh
chr15:40811882-40812512	0.884932847547459	no
chr15:40859411-40859704	1.36362444251404	promoter
chr15:40882027-40882444	1.04085237535257	no
chr15:40971253-40971676	1.15517250176155	no
chr15:40986873-40987239	0.443569831314312	promoter
chr15:40994338-40994653	0.743569366707825	no
chr15:41032057-41032334	1.2158333991314	no
chr15:41038656-41039145	1.06650036660241	no
chr15:41047300-41047617	1.07727688640987	promoter
chr15:41061853-41062266	1.09960062983383	promoter
chr15:41069034-41069240	1.01047493570899	REnh
chr15:41074703-41075288	1.13683501856397	no
chr15:41077395-41077764	0.942600931439346	REnh
chr15:41079474-41080178	0.968975839284101	REnh
chr15:41096015-41096186	1.4899985505107	no
chr15:41099724-41099965	0.460088456134405	promoter
chr15:41135930-41136660	1.02227983675166	promoter
chr15:41149765-41150381	0.825189604927182	no
chr15:41151267-41151803	0.995157936158819	no
chr15:41165792-41166387	0.907054890676932	promoter
chr15:41183984-41184444	0.988922150710802	REnh
chr15:41186197-41186714	0.989876370204404	promoter
chr15:41187075-41187403	1.01397224035374	promoter
chr15:41196118-41196758	1.00108655344832	REnh
chr15:41198335-41199053	0.921990656941634	REnh
chr15:41206711-41206984	0.799192670457088	no
chr15:41222652-41223131	1.14145946439516	promoter
chr15:41230275-41230736	0.971297851839299	no
chr15:41233941-41234487	0.894930306769476	REnh
chr15:41310838-41311113	1.42947803030215	no
chr15:41314464-41315053	1.17795696925192	no
chr15:41477008-41477429	0.859955949407918	no
chr15:41522703-41523062	1.26194677098111	promoter
chr15:41523342-41523801	0.981993702648085	promoter
chr15:41579682-41580004	1.29545891132193	no
chr15:41588997-41589336	1.22488752579582	no
chr15:41624101-41624747	0.849755754318009	promoter
chr15:41694632-41694801	0.644944765970506	promoter
chr15:41757956-41758592	1.02437718186575	no
chr15:41799120-41799554	1.34606499748359	no
chr15:41849807-41850205	1.13621504971783	promoter
chr15:41873222-41873707	1.14368082077708	no
chr15:41896025-41896596	0.973523982367981	REnh
chr15:41952753-41952940	1.12212962473761	promoter
chr15:41988264-41988595	1.59071817141566	no
chr15:42064849-42065517	1.00804033162081	promoter
chr15:42066500-42067220	0.859173328511546	promoter
chr15:42098784-42099175	1.02750416326181	no
chr15:42103204-42104043	1.11966150723021	no
chr15:42115397-42115660	0.632994670309749	no
chr15:42186963-42187238	1.17795696925192	promoter
chr15:42196594-42197155	0.951073013695847	no
chr15:42222671-42223060	0.971297851839299	no
chr15:42232794-42233137	0.890065245605827	no
chr15:42236582-42236808	0.796946628793075	no
chr15:42248391-42248728	1.34992149031059	no
chr15:42264893-42265245	1.04025742980695	promoter
chr15:42281604-42282251	1.17795696925192	no
chr15:42349199-42349605	1.10249527999811	REnh
chr15:42351851-42352255	0.990696588068796	REnh
chr15:42358494-42359209	1.07350290506996	REnh
chr15:42376519-42377037	1.09733020886506	REnh
chr15:42386836-42387098	1.06432767961347	promoter
chr15:42426026-42426543	0.828645182653325	no
chr15:42429919-42430495	1.07495011372708	no
chr15:42508709-42508942	0.960621735072596	no
chr15:42663325-42663651	0.883957725678226	REnh
chr15:42677612-42678060	0.869066764699677	no
chr15:42763705-42764100	0.951644391105535	no
chr15:42783228-42783490	0.961534428969412	promoter
chr15:42942588-42943064	0.903868621038884	no
chr15:42996597-42996996	1.10829659259598	no
chr15:43015382-43015549	0.764638734426682	no
chr15:43029982-43030500	1.00564306883311	promoter
chr15:43089604-43089916	0.909476748339798	no
chr15:43218852-43219367	0.915620001629273	no
chr15:43425824-43425991	0.499552431986415	promoter
chr15:43477467-43478258	1.09951366386333	promoter
chr15:43479763-43480160	0.902947560088045	no
chr15:43496491-43496979	0.965005661775357	no
chr15:43517611-43518073	0.969786633430432	no
chr15:43560930-43561274	0.707269641895735	no
chr15:43577662-43578151	0.931264410246279	no
chr15:43638581-43638897	1.42393406259918	no
chr15:43648608-43648857	1.09411661556851	no
chr15:43668374-43668595	0.830220594565003	no
chr15:43732966-43733446	1.21065528900908	REnh
chr15:43775554-43775885	0.730277360985155	no
chr15:43803821-43804071	1.00048699271679	promoter
chr15:43806678-43807063	1.06877455191652	no
chr15:44061875-44062124	1.00748562782617	no
chr15:44067670-44068026	0.883801993956318	promoter
chr15:44069544-44069833	0.707558179534013	promoter
chr15:44116639-44116879	0.679727435429353	promoter
chr15:44164622-44165007	1.17795696925192	no
chr15:44174169-44174511	1.10208212421153	no
chr15:44195882-44196500	1.15646924635422	no
chr15:44205583-44205806	0.976596803567828	REnh
chr15:44231266-44231705	1.23439570152271	no
chr15:44269303-44269560	0.85814964728307	REnh
chr15:44358280-44358965	1.08194160067282	REnh
chr15:44394825-44395480	0.797587413085808	REnh
chr15:44423157-44423328	1.02193617862252	no
chr15:44449918-44450432	0.780115408417936	REnh
chr15:44475593-44475896	1.00692873415182	no
chr15:44486219-44487652	0.816620475616359	promoter
chr15:44507807-44508196	0.876652506958491	REnh
chr15:44511558-44512549	1.01855378920954	REnh
chr15:44536033-44536450	0.894549678685446	no
chr15:44558020-44558284	1.71491741107615	no
chr15:44580429-44580958	0.986777935540619	promoter
chr15:44591133-44591445	1.28887570458637	no
chr15:44611672-44611931	1.32946268876985	no
chr15:44793903-44794338	1.06722070892271	no
chr15:44824987-44825240	0.987451799022496	no
chr15:44870644-44871008	1.03292806742883	no
chr15:44876441-44876725	1.21306746013871	no
chr15:44885203-44885694	0.758354573601798	no
chr15:44955793-44956321	1.11975309011746	promoter
chr15:45002796-45003093	1.40724299733015	promoter
chr15:45003296-45003462	1.2951666179337	promoter
chr15:45005858-45006223	0.965329357473592	REnh
chr15:45030344-45031168	0.965222195300499	no
chr15:45076649-45077241	1.02379246405535	REnh
chr15:45091114-45091372	0.826328023206568	no
chr15:45145578-45145896	0.942561738094164	no
chr15:45214830-45214997	1.17795696925192	no
chr15:45329003-45329676	1.1148896716715	no
chr15:45410273-45410701	0.955430058546191	no
chr15:45418779-45419252	1.14265356358003	no
chr15:45455076-45455833	0.996504936893086	REnh
chr15:45459542-45459857	0.845778214365259	REnh
chr15:45471328-45471764	0.98341411718719	no
chr15:45490561-45490950	0.883900163418105	no
chr15:45492440-45492627	1.38461608666453	promoter
chr15:45497143-45497794	0.934815389504101	no
chr15:45560273-45560670	1.02388411952812	no
chr15:45569046-45569442	0.934095490468891	promoter
chr15:45599339-45599859	0.855086358758464	no
chr15:45685990-45686449	0.91354463047483	no
chr15:45691572-45692269	0.955220643353391	no
chr15:45722272-45723061	1.04603608495984	promoter
chr15:45748832-45749166	1.01007711615188	REnh
chr15:45749507-45750681	1.00381822258172	REnh
chr15:45750962-45751442	1.00277003152855	REnh
chr15:45814635-45814969	0.962578057855644	promoter
chr15:45866252-45866590	0.73832429137524	no
chr15:45903453-45903871	0.860019865540198	no
chr15:45906342-45906855	0.949643080602241	no
chr15:45997751-45998387	0.992052712985473	no
chr15:46006741-46007177	0.856920478680115	no
chr15:46007846-46008062	1.17795696925192	no
chr15:46082498-46082861	1.2604758462573	no
chr15:46087636-46088115	1.00846675784876	no
chr15:46384111-46384507	1.31785684683528	no
chr15:46596637-46596844	2.67114185985294	no
chr15:46604327-46604773	1.38744316077414	no
chr15:47488165-47488680	1.30726069803917	no
chr15:47763717-47763988	1.10479194010583	no
chr15:48280139-48280424	1.0233694404787	no
chr15:48542741-48543201	1.15344173576072	no
chr15:48577877-48578353	1.14614895028022	no
chr15:48629174-48629577	1.30687154865021	no
chr15:48644537-48645114	0.985456144609868	no
chr15:48650306-48651053	0.860054650781304	no
chr15:48699129-48699491	1.31361420179532	no
chr15:48752337-48752587	1.52010214704293	no
chr15:48799661-48800063	0.878657557826747	no
chr15:48812546-48813192	0.904543359367526	no
chr15:48933570-48933959	0.873837269789287	no
chr15:49093209-49093674	1.76553645510204	no
chr15:49148005-49148413	0.99862955242955	no
chr15:49153857-49154619	1.05443823776797	no
chr15:49187689-49187893	1.06074732057013	no
chr15:49255728-49255896	0.982715482635576	promoter
chr15:49258192-49258581	0.845133607606572	no
chr15:49267930-49268282	1.11070918794353	REnh
chr15:49338435-49339026	0.960366261245685	promoter
chr15:49371591-49371847	1.06074732057013	no
chr15:49438130-49438619	1.21852953994946	no
chr15:49508066-49508326	1.22683485179349	no
chr15:49517779-49518173	0.979647715169102	no
chr15:49527658-49528389	0.903202104154283	no
chr15:49662961-49663342	0.89581158739517	no
chr15:49713994-49714638	1.13148923870943	no
chr15:49763397-49763889	1.02746304751241	no
chr15:49898859-49899052	0.764638734426682	no
chr15:49913127-49913328	0.661720847269004	promoter
chr15:50124808-50125161	0.890650391385595	no
chr15:50167571-50167929	0.825275241930983	no
chr15:50168987-50169342	1.56317525523791	no
chr15:50194626-50194796	1.35779772791633	no
chr15:50295895-50296343	1.18591076377759	no
chr15:50343963-50344466	1.10539288490375	no
chr15:50408687-50409083	1.30018337332475	no
chr15:50429584-50429852	1.27863705209396	REnh
chr15:50430529-50430970	1.17795696925192	no
chr15:50437461-50438119	0.933985692414509	REnh
chr15:50440503-50441053	1.14641863004838	no
chr15:50443831-50444000	1.11287647371314	no
chr15:50455246-50455555	1.21987714609362	REnh
chr15:50474175-50474829	0.861946311450754	promoter
chr15:50606592-50606934	1.2538318142923	no
chr15:50607962-50608620	1.01457874882863	no
chr15:50651073-50651375	1.2010089647363	no
chr15:50914698-50914865	0.533303901502111	no
chr15:50967709-50968265	0.803492900915703	no
chr15:50978444-50979110	1.13440957667329	promoter
chr15:51057615-51057857	0.496181231421225	promoter
chr15:51168871-51169546	1.15307931414628	REnh
chr15:51178016-51178415	1.00355248274947	REnh
chr15:51200314-51201180	1.04142182358377	promoter
chr15:51330887-51331054	1.17795696925192	REnh
chr15:51425058-51425488	1.03531838568963	no
chr15:51455006-51455629	1.17258062525716	no
chr15:51484810-51485328	1.28917241874856	no
chr15:51522008-51522451	1.26558394889871	no
chr15:51573586-51574065	0.87685255418365	no
chr15:51575352-51575567	1.17795696925192	no
chr15:51579053-51579486	1.14616325888074	no
chr15:51673248-51673852	1.05708088170869	no
chr15:51675007-51675354	0.825157876963488	no
chr15:51694023-51694404	1.09186998002522	no
chr15:51695487-51695813	0.875485850185804	no
chr15:51791515-51792010	1.2811959674335	no
chr15:51829239-51829528	1.96065262988442	no
chr15:51914178-51914373	1.71747924524516	promoter
chr15:51941930-51942642	0.859713094888218	no
chr15:51981172-51981388	1.43827895140704	no
chr15:52027495-52027662	0.665801765229344	no
chr15:52052113-52052295	2.72281856827082	no
chr15:52068315-52068812	1.14191545055986	no
chr15:52069139-52069701	1.02884849213142	no
chr15:52074496-52075091	0.880752881910336	no
chr15:52079334-52080013	0.865003470513362	no
chr15:52093601-52094017	0.965005661775357	no
chr15:52120836-52121132	0.372516306515563	promoter
chr15:52121826-52122594	0.724008823034653	promoter
chr15:52138683-52138875	0.614790290725103	REnh
chr15:52156575-52156964	1.17795696925192	REnh
chr15:52161311-52161628	1.23261854555131	REnh
chr15:52166821-52167224	0.589795375728075	REnh
chr15:52167500-52167866	0.841931209401924	no
chr15:52180683-52181081	0.857666554651697	no
chr15:52198093-52198411	1.17795696925192	no
chr15:52199724-52200163	0.90572456536484	REnh
chr15:52209520-52210125	1.16549840796951	no
chr15:52228309-52228574	1.31335432203949	no
chr15:52263557-52263982	0.780334363597261	promoter
chr15:52274398-52274923	1.03668286100354	no
chr15:52311851-52312108	1.43827895140704	promoter
chr15:52315739-52316012	0.862029812747571	no
chr15:52362819-52363048	1.92984439643399	no
chr15:52371026-52371519	1.04776470450999	no
chr15:52393116-52393295	5.48755563724673	REnh
chr15:52431800-52432495	1.15584609230678	no
chr15:52455746-52456078	1.47171182442696	no
chr15:52475797-52476110	1.44128565090287	no
chr15:52500502-52500908	1.12100498040815	no
chr15:52509390-52509682	1.31902966018029	no
chr15:52519597-52519964	1.00444448605605	no
chr15:52548447-52548956	1.14209830960954	no
chr15:52623520-52624219	0.916309886771157	no
chr15:52628758-52628994	0.912821960095536	no
chr15:52755885-52756052	1.02193617862252	no
chr15:52820772-52821642	1.2897175925206	promoter
chr15:52860896-52861343	1.16013613764447	promoter
chr15:52970293-52970653	1.38542492861135	promoter
chr15:53027495-53028106	1.01928144698473	no
chr15:53058054-53058312	0.85412000175998	no
chr15:53072672-53073240	1.03817202538816	no
chr15:53489538-53489813	2.59818877615139	no
chr15:53676712-53676946	1.23656179359281	no
chr15:53878956-53879418	1.28110556550865	no
chr15:54009186-54009419	1.11628382950051	no
chr15:54100299-54100570	0.907162263676763	no
chr15:54255187-54255497	1.27799577768095	no
chr15:54375157-54375364	1.09994657393722	no
chr15:55400933-55401601	0.833042770744035	no
chr15:55460457-55460943	1.07836030006075	no
chr15:55489051-55489476	0.766358028248751	promoter
chr15:55509666-55510260	1.13770213903399	no
chr15:55550603-55550809	3.49524936778028	no
chr15:55582300-55583078	1.11633759858486	promoter
chr15:55611147-55611506	1.0233694404787	promoter
chr15:55700061-55700726	1.04089147659427	promoter
chr15:55727400-55727860	1.32093960790995	no
chr15:55731819-55732272	1.21948306687537	no
chr15:55806141-55806371	0.954647591194681	no
chr15:55818579-55819044	1.11308129037888	REnh
chr15:55933627-55934179	1.15027290416961	no
chr15:55940432-55941027	1.05843484159389	REnh
chr15:56066558-56066826	0.898820246680372	no
chr15:56081319-56081592	1.64059867923001	no
chr15:56091899-56092356	1.0246569992816	REnh
chr15:56117166-56117338	0.553873806734344	no
chr15:56138284-56138671	1.17795696925192	no
chr15:56189903-56190273	0.987772191168862	REnh
chr15:56209996-56210439	0.822244063322185	promoter
chr15:56285682-56286045	0.942887950997653	promoter
chr15:56286533-56286700	1.17795696925192	promoter
chr15:56344927-56345337	1.25148736683318	no
chr15:56538190-56538655	1.00445462764722	REnh
chr15:56541300-56541635	0.694527296508312	no
chr15:56720950-56721348	1.17795696925192	no
chr15:56783289-56783775	1.096211169859	no
chr15:56788724-56789263	0.851731679754095	no
chr15:57025661-57025873	1.86682069396064	promoter
chr15:57032473-57032717	0.982445439085623	no
chr15:57107511-57107777	0.479438011744041	no
chr15:57113852-57114318	0.951876544974579	no
chr15:57161669-57162177	1.08092591741897	no
chr15:57179414-57179908	0.959592134581118	REnh
chr15:57210422-57211254	1.0174723685364	promoter
chr15:57211708-57211871	1.64447458083683	promoter
chr15:57430475-57430881	0.959592134581118	no
chr15:57438645-57439235	0.871784843180967	no
chr15:57505973-57506409	0.978472300453962	no
chr15:57598655-57599233	0.891948218953597	no
chr15:57632773-57633483	0.967271596278082	no
chr15:57637916-57638191	0.943036775953813	no
chr15:57664373-57664723	1.11915712053718	no
chr15:57669719-57669933	1.06074732057013	promoter
chr15:57795470-57795848	1.22797637346644	no
chr15:57798688-57798988	1.27863705209396	no
chr15:57819573-57820094	0.954466752966268	no
chr15:57821504-57821671	0.86591538799313	no
chr15:57834393-57834832	1.02024903310078	no
chr15:57851991-57852481	1.19704865432893	no
chr15:57853123-57853786	1.23372557905343	REnh
chr15:57899819-57900123	1.50179393674385	REnh
chr15:57904083-57904636	1.07775860929428	no
chr15:57927612-57927796	1.39020146821623	no
chr15:57933059-57933508	0.872390959069837	no
chr15:57933692-57933954	1.48632266800896	no
chr15:57947987-57948418	0.877257631929008	no
chr15:57959484-57959846	1.06175899447984	no
chr15:58024759-58025117	1.07501441263814	no
chr15:58035739-58035952	0.982445439085623	no
chr15:58043451-58043794	1.02104547953235	no
chr15:58153147-58153713	0.77957029248724	no
chr15:58157563-58157824	1.52010214704293	no
chr15:58158263-58158838	0.970957392008306	no
chr15:58335458-58335783	0.931363722870678	no
chr15:58358546-58358834	0.518759638527	promoter
chr15:58362875-58363451	0.966111926684654	no
chr15:58369662-58370022	0.871784843180967	no
chr15:58407832-58408154	0.994474575287443	no
chr15:58474560-58475217	1.09548623628212	no
chr15:58505185-58505508	0.932889638616982	no
chr15:58509777-58509944	0.647345721841143	no
chr15:58513733-58514242	0.852607359547894	no
chr15:58519829-58520521	1.05860975858809	no
chr15:58561933-58562867	0.970583217984681	no
chr15:58580888-58581148	0.89637362998851	no
chr15:58601050-58601261	1.23125818958006	no
chr15:58624313-58624727	0.700637213259823	REnh
chr15:58676059-58676283	0.849443073444609	no
chr15:58726048-58726364	0.984849269374553	no
chr15:58730947-58731735	1.06080560483104	REnh
chr15:58732327-58733540	0.602085995593555	REnh
chr15:58733899-58734668	0.723552203665124	no
chr15:58749715-58749969	0.786753547729139	no
chr15:58759585-58759808	0.738056026377756	REnh
chr15:58759914-58760492	1.34194169815009	REnh
chr15:58761886-58762564	0.628650610533406	REnh
chr15:58809207-58809730	1.07520100841313	no
chr15:58813831-58814123	1.0313233216272	no
chr15:58838868-58840072	0.777422645417795	REnh
chr15:58843775-58844250	0.805367173624789	no
chr15:58847991-58848253	1.0521964387268	no
chr15:59041797-59042033	1.17795696925192	promoter
chr15:59050344-59050686	0.619897969734363	no
chr15:59053215-59053444	0.907162263676763	no
chr15:59063173-59064494	0.791182107305367	promoter
chr15:59095853-59096133	1.17795696925192	no
chr15:59131630-59132040	1.02931886587628	no
chr15:59144564-59144805	0.807918130743461	no
chr15:59158391-59158824	0.885830514441083	REnh
chr15:59249551-59249984	0.948066850350293	REnh
chr15:59398113-59398427	0.942887950997653	promoter
chr15:59430334-59430806	1.21020767340666	no
chr15:59436874-59437226	1.40304428821725	no
chr15:59453377-59454004	1.13132829159721	no
chr15:59464786-59465080	1.4270717361632	no
chr15:59466952-59467508	1.1171520576528	REnh
chr15:59477921-59478126	1.17795696925192	no
chr15:59484235-59484402	0.898820246680372	no
chr15:59492405-59492604	1.37319845586826	REnh
chr15:59539485-59540029	1.13612186633582	no
chr15:59548340-59548547	0.692201518014013	no
chr15:59561413-59561576	1.64447458083683	no
chr15:59565526-59565689	1.10479194010583	no
chr15:59568823-59569370	0.818748219427462	REnh
chr15:59572509-59572797	1.50179393674385	no
chr15:59576039-59576570	0.958140630313578	REnh
chr15:59592461-59592842	0.999091485851408	REnh
chr15:59596316-59596607	1.04743542141237	REnh
chr15:59621846-59622099	0.575421435107713	no
chr15:59663994-59665311	0.992086047081989	promoter
chr15:59668982-59669200	0.685563380818639	no
chr15:59688823-59689180	1.17795696925192	no
chr15:59704711-59705197	0.942533734854674	no
chr15:59784906-59785501	1.16708686495245	no
chr15:59793634-59794113	1.10320560155745	no
chr15:59821029-59821505	1.07498087539865	no
chr15:59824869-59825482	1.02588705266527	no
chr15:59862638-59862888	0.554116829772708	no
chr15:59879320-59879655	0.360286187992451	REnh
chr15:59908673-59909065	1.16115301819269	no
chr15:59914516-59914948	0.961707857099601	no
chr15:59924910-59925251	0.972071856024365	no
chr15:59929746-59929919	0.446306677791099	no
chr15:59983403-59983785	0.683590079117248	promoter
chr15:60017009-60017528	1.11335238227283	no
chr15:60033561-60033854	1.14858148373441	no
chr15:60044048-60044430	0.825275241930983	no
chr15:60057070-60057271	2.55754621251993	no
chr15:60209674-60210179	1.09608333107628	no
chr15:60371377-60371692	0.819022712693161	no
chr15:60419743-60420057	1.23670794028692	no
chr15:60426832-60427143	1.2125011618986	no
chr15:60471990-60472325	1.07262549659154	no
chr15:60504787-60504986	1.30130324875473	no
chr15:60564876-60565041	1.64447458083683	no
chr15:60618902-60619468	0.83223586811035	no
chr15:60621022-60621537	1.14070342816236	no
chr15:60651721-60652304	1.03863621594004	no
chr15:60655024-60655270	2.81076860979913	REnh
chr15:60663319-60664144	1.08739133860723	SE
chr15:60666911-60667342	1.08842712359759	SE
chr15:60671622-60672475	1.19249067646045	SE
