coord	FC	cat	catG
chr11:60673392-60674089	1.04447794442536	promoter	no
chr11:60681334-60682399	0.676517122292497	promoter	no
chr11:60691800-60692611	0.532299191000212	promoter	no
chr11:60737819-60738131	1.17020779456553	no	none
chr11:60897250-60897649	0.881068020333671	REnh	none
chr11:60928136-60930660	0.682126670084265	promoter	no
chr11:61099887-61101793	0.723183201564487	promoter	no
chr11:61103594-61104028	0.65787976593476	REnh	no
chr11:61129037-61130427	0.74863575063375	promoter	no
chr11:61159525-61160457	0.852649089847701	promoter	no
chr11:61196799-61198120	1.02014696524363	promoter	no
chr11:61245252-61245497	0.607497803230844	no	none
chr11:61284374-61284700	0.633117263358455	no	no
chr11:61299640-61299944	0.525014068673216	no	no
chr11:61348834-61349136	0.790651212442004	promoter	none
chr11:61355257-61355545	0.469816909874468	promoter	none
chr11:61447688-61447920	0.723606144205127	promoter	down
chr11:61463358-61464557	0.593654421235505	REnh	down
chr11:61468845-61469142	0.790716992875751	no	down
chr11:61500934-61501176	0.564928525950502	no	down
chr11:61523830-61524409	0.808283817847481	promoter	no
chr11:61540026-61540355	2.98605078002408	no	no
chr11:61559472-61561031	0.945890394926768	promoter	no
chr11:61564698-61564944	0.704310202152094	REnh	no
chr11:61582158-61585038	0.620689360731539	promoter	no
chr11:61638677-61638962	0.764710094527205	REnh	none
chr11:61658168-61659034	0.581286101459639	promoter	no
chr11:61665093-61665500	1.05374005721255	no	no
chr11:61666574-61666983	0.743118949005262	no	no
chr11:61684727-61685344	0.663583617129487	promoter	no
chr11:61715129-61715482	0.939179982681081	promoter	none
chr11:61726807-61727138	1.70397488241586	no	none
chr11:61730354-61730640	1.6838144568007	no	none
chr11:61733082-61737170	1.0488436213179	promoter	no
chr11:61737888-61740893	1.23960168900905	REnh	none
chr11:61766082-61766428	2.32030789407932	no	none
chr11:61766782-61767047	1.0477820795998	no	none
chr11:61780250-61781753	0.775663079469974	REnh	none
chr11:61800639-61801743	1.38362489844027	REnh	none
chr11:61801864-61802259	1.91526661581111	no	none
chr11:61809596-61810169	1.41618186051705	no	none
chr11:61810369-61815737	1.27446931607155	REnh	none
chr11:61821742-61822341	0.880887771683317	no	none
chr11:61849444-61849838	0.753743749166815	REnh	none
chr11:61875533-61875761	0.89728262533879	no	none
chr11:61891475-61892053	1.09950241712844	promoter	no
chr11:61938719-61938985	0.975092909575683	no	none
chr11:61984738-61984956	0.767438481740646	no	none
chr11:62078682-62078919	1.25109119273723	no	none
chr11:62092465-62092694	0.998106547988734	no	none
chr11:62192249-62192581	0.797865165074908	REnh	none
chr11:62229073-62229387	0.438076105118656	no	no
chr11:62264736-62264998	0.617254825822712	REnh	no
chr11:62310169-62310729	0.960050090191598	SE	no
chr11:62310849-62314577	0.627634996457824	promoter	no
chr11:62320361-62321032	0.759562474403461	SE	none
chr11:62323372-62323716	0.849826786713959	SE	none
chr11:62328014-62328397	0.9375856323177	SE	no
chr11:62340470-62341430	0.790843201382484	promoter	no
chr11:62341654-62342101	0.661393814691504	promoter	none
chr11:62358324-62359961	0.636618440453228	promoter	no
chr11:62366811-62369402	1.41868736202049	promoter	no
chr11:62369538-62369994	0.797004620328889	promoter	no
chr11:62379263-62380521	0.818976991563744	promoter	no
chr11:62388659-62389522	0.615130998196736	promoter	no
chr11:62389669-62390149	0.614777330482332	promoter	none
chr11:62413170-62414224	0.984768148532829	promoter	no
chr11:62420293-62421409	0.905785653866151	promoter	no
chr11:62432078-62433847	0.479704193677436	promoter	up
chr11:62438371-62440291	0.584656885038277	promoter	no
chr11:62445798-62447018	0.952818219453886	promoter	no
chr11:62493850-62495403	1.0957979410715	promoter	no
chr11:62495556-62496449	1.06131607207547	promoter	no
chr11:62521396-62521657	0.655517139958517	promoter	down
chr11:62521877-62522331	0.699203680486148	promoter	none
chr11:62529006-62529604	0.797256460416204	promoter	no
chr11:62538831-62539458	0.734542169592202	promoter	down
chr11:62553922-62555665	0.787171050520068	promoter	no
chr11:62558757-62559616	0.693699461367213	promoter	up
chr11:62572522-62572980	0.517791925521722	promoter	up
chr11:62598473-62599595	1.04142034861062	promoter	no
chr11:62599709-62600302	0.787223791327224	promoter	none
chr11:62606320-62609987	0.679276028653123	promoter	no
chr11:62618526-62618852	0.343048750429143	REnh	none
chr11:62622473-62624783	0.562664055672843	promoter	no
chr11:62647306-62647616	1.44533220884839	promoter	no
chr11:62647808-62650046	0.663592937347578	promoter	no
chr11:62676671-62676900	0.711554285366039	REnh	none
chr11:62788115-62788444	0.797920021716405	REnh	none
chr11:62791632-62791894	0.702131527053621	no	none
chr11:62980224-62980521	0.933782202687943	no	none
chr11:63246371-63246659	0.923095284460003	no	none
chr11:63381695-63382002	0.323349600885206	promoter	no
chr11:63403387-63403665	1.05204453297128	no	no
chr11:63431720-63431954	0.164429250603241	no	no
chr11:63435490-63435728	0.536600620419543	REnh	no
chr11:63435837-63436074	0.235123866848528	no	no
chr11:63437862-63439686	0.651790289438838	promoter	no
chr11:63448734-63449642	0.619935363664661	promoter	no
chr11:63506269-63506523	0.602506920137897	no	no
chr11:63535813-63536094	0.598299777589026	promoter	no
chr11:63536490-63537016	0.622583547692098	promoter	none
chr11:63581022-63581710	0.615820360569491	promoter	no
chr11:63604746-63605029	0.710162745768628	promoter	none
chr11:63606507-63607390	1.71556814169187	promoter	no
chr11:63684543-63687657	0.659662281172933	promoter	none
chr11:63706490-63707162	1.18449837641847	promoter	no
chr11:63713356-63713670	0.819237187150085	no	no
chr11:63742024-63742813	1.0137237756114	promoter	no
chr11:63753824-63754570	1.24852306391652	promoter	no
chr11:63932420-63934397	0.502696473849265	promoter	no
chr11:63952077-63953236	0.522671615164636	promoter	no
chr11:63953578-63954639	1.19278395603274	promoter	no
chr11:63993081-63994627	1.10084541595407	promoter	no
chr11:63997967-63998510	1.02718646013507	promoter	no
chr11:64001608-64001974	0.977500534499944	promoter	no
chr11:64002244-64002656	0.865867526724549	promoter	no
chr11:64007168-64010193	0.949820830230536	promoter	no
chr11:64012472-64015442	0.928193589138862	promoter	no
chr11:64018447-64020230	0.598136165885278	promoter	no
chr11:64036527-64038543	0.836065805273052	REnh	no
chr11:64038692-64039147	1.28979470991394	REnh	no
chr11:64051781-64053203	0.86389479262789	promoter	no
chr11:64053323-64054085	1.1549552643893	promoter	no
chr11:64068616-64068921	0.77237089095288	promoter	none
chr11:64071694-64072654	0.676141270170792	promoter	none
chr11:64072980-64074250	0.777493690533837	promoter	no
chr11:64084293-64086603	0.717648191053724	promoter	no
chr11:64099119-64099947	0.667245630789266	REnh	none
chr11:64109817-64110133	0.661172283042497	REnh	none
chr11:64122524-64123299	0.74452116539603	REnh	none
chr11:64125639-64127213	0.949834637325874	promoter	no
chr11:64140679-64140954	0.589921074192357	REnh	none
chr11:64216206-64216567	0.673917952178895	no	no
chr11:64321006-64321264	1.22244973185535	no	none
chr11:64334312-64334752	0.492779876239067	REnh	none
chr11:64471948-64472250	1.03068972665906	no	no
chr11:64490863-64491328	0.899774579854871	promoter	none
chr11:64545352-64546272	0.885888774249275	promoter	no
chr11:64546753-64547096	1.20344205130741	promoter	none
chr11:64570809-64571042	1.17501876242438	promoter	no
chr11:64577406-64578059	0.822373669536036	promoter	no
chr11:64609816-64612181	1.00137534602045	promoter	no
chr11:64612303-64612846	1.00864054971472	promoter	none
chr11:64614409-64615044	0.740439466966908	no	none
chr11:64616234-64616567	0.952981959245169	no	none
chr11:64621070-64625323	1.30076659283796	REnh	no
chr11:64625805-64626110	2.27437082435206	no	no
chr11:64635353-64635921	1.29152470080645	no	no
chr11:64636036-64636820	1.17360868350631	no	no
chr11:64637044-64637312	1.67930031894766	no	no
chr11:64645131-64647258	0.843842144696229	promoter	no
chr11:64661727-64662092	0.886753240059576	no	up
chr11:64683859-64684090	0.841490870734234	promoter	up
chr11:64684361-64684728	0.724162958706915	promoter	up
chr11:64764266-64764511	1.29408401722992	promoter	up
chr11:64774081-64774322	0.575020139490168	REnh	none
chr11:64774633-64774870	0.705166260341912	REnh	none
chr11:64781038-64782572	0.5864409676597	promoter	no
chr11:64794594-64795318	0.722581739718803	promoter	no
chr11:64808905-64809259	0.592836703901822	promoter	no
chr11:64845679-64845958	1.23244880946369	REnh	no
chr11:64851290-64852281	0.971188053875913	promoter	no
chr11:64863393-64864220	0.803851982887773	promoter	no
chr11:64879382-64879816	0.59555387123658	promoter	no
chr11:64879950-64880313	0.693723743316014	promoter	no
chr11:64883889-64885306	0.806926932151147	promoter	no
chr11:64888809-64890289	0.730607836861386	promoter	no
chr11:64900866-64903417	0.584697494052873	promoter	no
chr11:64948256-64951737	0.706357723821229	promoter	no
chr11:65028817-65029287	1.18228493997863	promoter	none
chr11:65029402-65030053	0.909064790511826	promoter	no
chr11:65042520-65042848	0.797375804111348	no	no
chr11:65046844-65047496	0.75777996970618	REnh	no
chr11:65047717-65048299	0.920896915123352	REnh	no
chr11:65082339-65083569	0.727725690017831	promoter	down
chr11:65084310-65085083	1.06136806932197	no	down
chr11:65097343-65097689	0.825921673163637	REnh	none
chr11:65101252-65102122	1.28241988906343	promoter	no
chr11:65148247-65152689	1.28126716231205	promoter	no
chr11:65152897-65154784	1.20357081080404	promoter	up
chr11:65183641-65196309	0.981484173440049	promoter	no
chr11:65197330-65197983	1.02769346859279	SE	none
chr11:65200507-65200770	0.69027113380459	SE	none
chr11:65222187-65223123	0.70233190114658	SE	none
chr11:65236282-65236722	0.836578169565588	no	none
chr11:65238589-65241580	0.729246445773472	SE	none
chr11:65242189-65242954	0.4829643138428	SE	none
chr11:65243740-65247741	0.746063727015744	SE	none
chr11:65248786-65250279	0.554764608117307	SE	none
chr11:65252222-65253584	0.654433272721067	SE	none
chr11:65254515-65254955	0.501658110137054	SE	none
chr11:65255286-65263007	0.633188416653488	SE	none
chr11:65263328-65269758	0.803555536659384	promoter	no
chr11:65270485-65270783	0.589437355709743	SE	no
chr11:65271893-65272148	0.575608154767282	SE	no
chr11:65273972-65276798	0.658193785515974	SE	none
chr11:65277879-65278555	0.991385380810145	SE	none
chr11:65283776-65284107	0.755978274891737	no	none
chr11:65292509-65293289	0.987945220560266	promoter	no
chr11:65306678-65308172	0.768726564228514	REnh	no
chr11:65308285-65308730	1.09545609382857	REnh	no
chr11:65319493-65319731	0.648977713701122	SE	no
chr11:65322763-65328301	1.13562283540019	promoter	no
chr11:65336846-65338630	0.973770719349949	promoter	no
chr11:65339359-65340169	1.12527199009481	promoter	no
chr11:65341642-65342580	0.773438569376417	promoter	no
chr11:65343520-65344048	0.884121102407733	promoter	no
chr11:65381124-65382801	0.638275133388591	promoter	up
chr11:65383201-65384044	1.00761274598154	promoter	no
chr11:65405605-65406135	0.91826461689345	promoter	no
chr11:65414448-65415330	0.862608642463336	SE	no
chr11:65419990-65420869	0.836725042989216	SE	none
chr11:65429707-65431428	0.849739908171739	promoter	no
chr11:65478820-65479990	0.721178853817755	promoter	down
chr11:65487626-65488349	0.688916253964762	promoter	no
chr11:65511995-65512316	1.13700328264147	no	none
chr11:65541587-65541808	1.01420326686626	no	no
chr11:65547328-65548687	1.04033639127803	promoter	no
chr11:65554331-65555998	1.00521430732662	promoter	no
chr11:65558935-65561190	1.46905310525871	REnh	no
chr11:65585163-65586082	0.787921682069263	REnh	none
chr11:65624609-65625732	0.771522356091527	promoter	no
chr11:65625900-65626921	0.520951085967061	promoter	none
chr11:65627048-65628982	0.636651877766601	promoter	no
chr11:65640825-65641084	0.741061112805497	promoter	none
chr11:65641236-65641500	0.52198797906288	promoter	none
chr11:65652140-65652495	0.808467145809433	REnh	no
chr11:65655277-65656983	0.920012115683268	promoter	no
chr11:65657130-65659702	0.918078145678025	promoter	no
chr11:65665772-65672254	1.29238553408951	REnh	no
chr11:65673912-65674169	1.89564055554414	no	none
chr11:65676544-65687832	1.5679333159157	REnh	no
chr11:65728402-65729797	1.02915820091927	promoter	no
chr11:65756492-65756907	0.825245113346175	no	none
chr11:65768990-65770647	1.01140490649613	promoter	no
chr11:65778597-65781586	0.930908086098042	promoter	no
chr11:65782073-65784009	1.200750370848	no	none
chr11:65788064-65788970	1.66430012964559	REnh	no
chr11:65789810-65790226	0.956270676267655	REnh	no
chr11:65812647-65812936	0.583026277255833	no	none
chr11:65819083-65820547	0.972855349124327	promoter	no
chr11:65837766-65838538	0.711303041965732	promoter	no
chr11:66025226-66025978	0.803162943150558	promoter	no
chr11:66035199-66035838	0.556596176338792	promoter	no
chr11:66036036-66037055	1.35866586633112	promoter	no
chr11:66055939-66056655	0.755931808482514	promoter	no
chr11:66056882-66057298	0.745595232947797	promoter	none
chr11:66079336-66079673	0.747666254277204	REnh	none
chr11:66080505-66080926	0.572963604131999	REnh	none
chr11:66095534-66096262	0.845108414588138	REnh	none
chr11:66103122-66104281	0.987397809918656	promoter	no
chr11:66112171-66112994	0.772194201221367	promoter	no
chr11:66115440-66115673	0.845637626943887	promoter	none
chr11:66138268-66140227	0.615822472231539	promoter	down
chr11:66175898-66176307	0.801522652308556	REnh	none
chr11:66197460-66197819	1.06529309642454	no	none
chr11:66205726-66206689	0.954516126812843	promoter	no
chr11:66233918-66234194	1.07354584834967	promoter	no
chr11:66246395-66248170	0.680167715077627	promoter	no
chr11:66277947-66278525	1.32391973531107	promoter	no
chr11:66312984-66313638	0.719376659864269	promoter	no
chr11:66360270-66360537	1.00536759145287	promoter	no
chr11:66360680-66360910	0.655794238066842	promoter	no
chr11:66383295-66384557	0.85535540017783	promoter	no
chr11:66405147-66406954	1.10256324065086	promoter	no
chr11:66444979-66446241	0.842629014464307	promoter	down
chr11:66462168-66462581	0.76550747000859	REnh	no
chr11:66494704-66495632	0.699072849736689	REnh	none
chr11:66511655-66512935	0.77940658516178	promoter	no
chr11:66601682-66602026	1.14065610604767	no	no
chr11:66610080-66611350	1.03475137048115	promoter	no
chr11:66623173-66625353	0.65533820463987	promoter	no
chr11:66636270-66636544	0.708309337391526	SE	no
chr11:66649909-66651619	0.720150901591076	SE	no
chr11:66653520-66654833	0.745069906918805	SE	no
chr11:66655027-66655294	0.530574356353839	SE	no
chr11:66658799-66660986	0.738119410201089	SE	no
chr11:66670029-66670700	0.71857418212634	SE	no
chr11:66671274-66674579	0.625119677365718	promoter	no
chr11:66717571-66718347	0.584608174167564	REnh	no
chr11:66725627-66725857	0.593390114083229	promoter	no
chr11:66726202-66726543	0.565808763607266	promoter	none
chr11:66738031-66738959	0.824306462788615	REnh	none
chr11:66743355-66743592	0.820938431970367	no	none
chr11:66773619-66774563	0.789657031993107	REnh	none
chr11:66789198-66790713	0.794557129997714	promoter	down
chr11:66792181-66792407	0.782241648927707	promoter	down
chr11:66823007-66824844	0.711855373037244	promoter	no
chr11:66830176-66830765	0.551666633817281	REnh	no
chr11:66839191-66839460	1.03976171504134	no	no
chr11:66845899-66846248	0.916249267673736	REnh	none
chr11:66848949-66849293	0.944911688473184	REnh	none
chr11:66886006-66887949	0.951011859279884	promoter	no
chr11:67007422-67008792	0.5932322195261	promoter	no
chr11:67030176-67030541	0.769023683188668	SE	none
chr11:67034139-67034710	1.35983096032572	promoter	no
chr11:67055490-67056671	0.907329372113394	promoter	none
chr11:67056826-67057230	0.822411377488112	promoter	no
chr11:67070706-67071764	0.669946034313429	promoter	no
chr11:67084513-67085791	0.867830300127407	promoter	no
chr11:67113556-67113788	0.718263590608715	REnh	no
chr11:67118696-67119282	1.10866621403573	promoter	no
chr11:67120035-67125953	1.202855607152	promoter	no
chr11:67138799-67150385	1.05743414164142	promoter	down
chr11:67158473-67159876	0.967927106761247	promoter	no
chr11:67168745-67169373	0.898261150692812	promoter	no
chr11:67188019-67188656	0.505095939382978	REnh	no
chr11:67195895-67196799	0.730497162516038	promoter	no
chr11:67210501-67211383	0.997800875725075	promoter	no
chr11:67231166-67233430	0.773432240004354	REnh	no
chr11:67235713-67237462	0.714499703091891	promoter	no
chr11:67237867-67238183	0.208686621847899	promoter	none
chr11:67250137-67251013	0.742178791065143	promoter	no
chr11:67271955-67273898	0.834663222913884	promoter	no
chr11:67274929-67275660	0.695831837276644	promoter	no
chr11:67275868-67276193	0.665865468797759	promoter	no
chr11:67276295-67276533	0.91730955115028	promoter	none
chr11:67347719-67347957	3.10089164603598	no	none
chr11:67348545-67349133	2.58250646535679	promoter	none
chr11:67349252-67351992	0.942696773994917	promoter	no
chr11:67374315-67374822	0.751531634493053	promoter	no
chr11:67396837-67397407	0.670538435086542	promoter	no
chr11:67398027-67398372	0.77024419634127	promoter	none
chr11:67417845-67418383	0.575216402145079	promoter	no
chr11:67423889-67424355	3.3415242903237	no	none
chr11:67572046-67572846	0.669188525953757	promoter	down
chr11:67723161-67723491	0.820347059107604	no	none
chr11:67770846-67772836	0.599829672208886	promoter	no
chr11:67777089-67782719	0.562105909231137	REnh	no
chr11:67784479-67784816	0.241855962417295	REnh	no
chr11:67788782-67789055	0.66967561782464	no	no
chr11:67794218-67799323	0.815712181530982	REnh	no
chr11:67805972-67806929	0.848418566601386	promoter	no
chr11:67888531-67888801	0.951224751728963	promoter	no
chr11:67888976-67890021	0.657932195406299	promoter	none
chr11:67890276-67890779	0.397871863811723	promoter	none
chr11:67965338-67966689	6.563872033658	no	down
chr11:67976650-67976899	0.804934112841897	no	down
chr11:67980051-67982245	0.860825963775887	promoter	down
chr11:68024841-68025299	0.824193592666023	REnh	none
chr11:68036801-68040934	0.739118723273183	promoter	down
chr11:68042597-68044623	0.654595616178341	REnh	none
chr11:68065155-68065572	0.901014707454423	no	none
chr11:68080071-68082737	0.843195760306709	REnh	no
chr11:68110127-68110387	0.612135522939646	REnh	no
chr11:68121361-68122409	0.526199578894501	REnh	no
chr11:68151386-68151688	0.759331651457174	no	no
chr11:68228128-68229030	1.14791047490983	promoter	no
chr11:68400349-68400583	0.7520986890906	no	none
chr11:68451758-68452739	0.414609722618199	promoter	no
chr11:68518196-68519129	0.610505583169941	promoter	no
chr11:68565700-68566004	0.739569612315831	no	no
chr11:68593139-68593423	0.944384075487808	no	no
chr11:68606479-68607217	0.832485705129854	REnh	no
chr11:68608171-68609235	0.518270906183886	promoter	no
chr11:68611226-68611860	0.960050090191598	promoter	none
chr11:68670763-68672129	0.838169167106742	promoter	no
chr11:68723703-68723951	0.723606144205127	no	none
chr11:68775217-68777001	0.486435659241328	REnh	none
chr11:68777410-68778778	0.55309634053427	promoter	none
chr11:68811691-68812016	0.745755190505199	REnh	none
chr11:68816396-68817124	0.605416688011152	promoter	no
chr11:68843215-68843965	0.582736647400857	no	no
chr11:68847329-68848337	0.609267076083774	REnh	no
chr11:68856242-68856466	0.79454169782341	REnh	no
chr11:68868917-68869254	0.886562030958324	no	none
chr11:68870272-68870972	0.672359631317328	no	none
chr11:68886595-68887264	0.373615997756107	REnh	none
chr11:68889127-68892496	0.582507624129949	REnh	none
chr11:68898714-68899708	0.665122951283914	REnh	none
chr11:68904586-68906833	0.534524775553039	REnh	none
chr11:68933900-68934831	0.537939471261867	REnh	none
chr11:68935510-68935967	0.3756424559331	no	none
chr11:69008223-69008622	0.696709518155744	no	none
chr11:69019254-69019807	0.278320304204628	no	none
chr11:69019995-69020818	0.554790380475206	no	none
chr11:69048368-69049332	0.878376939606463	no	none
chr11:69059787-69071934	1.30919098259198	promoter	down
chr11:69072721-69072945	1.6259514170481	no	none
chr11:69085354-69085972	1.39680864765088	no	none
chr11:69086077-69089922	1.35132652054016	REnh	none
chr11:69150248-69153060	2.34639587268798	REnh	none
chr11:69153846-69154140	2.94992651475366	no	none
chr11:69154431-69155835	2.63322643263814	no	none
chr11:69162160-69162428	2.29059444123339	no	none
chr11:69163049-69164073	1.32555692206412	no	none
chr11:69164543-69165068	1.89096654506261	no	none
chr11:69165561-69169800	1.37128042230966	REnh	none
chr11:69170402-69170866	3.28735593414351	no	none
chr11:69173306-69176924	1.40015192337574	no	none
chr11:69177085-69177502	1.46044842131289	no	none
chr11:69182722-69183750	1.03815905865276	no	none
chr11:69189047-69189442	0.779528999966246	no	none
chr11:69191154-69195806	0.863747819129995	no	none
chr11:69196022-69197833	1.22849231501324	REnh	none
chr11:69234588-69236231	0.794528024301448	REnh	none
chr11:69236598-69236911	1.37692828261544	no	none
chr11:69251609-69252756	0.574635551491595	REnh	none
chr11:69257406-69258951	0.931956433393097	REnh	none
chr11:69311317-69312496	0.790368111506672	REnh	none
chr11:69450777-69461863	0.873593368783844	promoter	no
chr11:69469117-69469758	0.737586691240516	SE	no
chr11:69485042-69485383	0.608964657759954	no	no
chr11:69489207-69490646	0.85383365612253	promoter	no
chr11:69500642-69501038	0.682170704104025	no	none
chr11:69503144-69503640	0.676278363481393	no	none
chr11:69506223-69506489	0.380262056261199	no	none
chr11:69515476-69515897	0.958560240095765	REnh	no
chr11:69516628-69519731	0.744057582930886	promoter	no
chr11:69526744-69527951	0.700865817948891	REnh	none
chr11:69532955-69533278	0.852473216559554	no	none
chr11:69616302-69616691	0.931883773825964	REnh	none
chr11:69632032-69632853	0.528409076147899	promoter	none
chr11:69639776-69640036	0.519884090188404	REnh	none
chr11:69654927-69656218	0.56666957109792	REnh	none
chr11:69656863-69657211	0.726410049376659	REnh	none
chr11:69669332-69669764	0.529104468605516	no	none
chr11:69703293-69703646	0.836865575358616	no	none
chr11:69780978-69782147	0.66960457006083	REnh	none
chr11:69789067-69790575	0.773508658939415	REnh	none
chr11:69791943-69798606	0.820422928867892	REnh	none
chr11:69799063-69799558	1.21387083953991	no	none
chr11:69802269-69802550	0.804934112841897	no	none
chr11:69804708-69805035	0.438076105118656	no	none
chr11:69807747-69808970	0.734704792511091	REnh	none
chr11:69809135-69809404	1.25197081812761	no	none
chr11:69851046-69851561	0.637188577011684	no	none
chr11:69851718-69852757	0.719267382923171	no	none
chr11:69860584-69867584	1.02219418318582	no	none
chr11:69894564-69895152	0.742163783865827	no	none
chr11:69905840-69906287	0.62658643762713	no	none
chr11:69907408-69908158	0.844313317763801	promoter	none
chr11:69908472-69915762	0.806453534768449	promoter	none
chr11:69919660-69920947	0.886116477163846	promoter	none
chr11:69922817-69929913	1.03704382425836	REnh	down
chr11:69956670-69959258	0.632153060705334	no	down
chr11:69973362-69975192	0.604781465151604	REnh	down
chr11:69984638-69985197	0.707570524619727	no	down
chr11:69985597-69989872	0.586585555638709	no	down
chr11:69990723-69991096	0.406040858760287	no	down
chr11:70004231-70007572	0.698432947425302	REnh	down
chr11:70023481-70023741	0.809249841204187	no	down
chr11:70037512-70038105	1.06380274192612	no	none
chr11:70042204-70042607	0.794404749786331	no	none
chr11:70048917-70050597	1.01713918399987	promoter	no
chr11:70078254-70080884	0.604053745277625	REnh	none
chr11:70115954-70117568	0.64268240680539	promoter	no
chr11:70243731-70246220	1.16218439129935	promoter	no
chr11:70313632-70313850	1.05388280753527	no	none
chr11:70328089-70328527	0.627343294983682	REnh	none
chr11:70414359-70414753	0.726096709743435	no	none
chr11:70489841-70490121	4.28341736471026	no	none
chr11:70601703-70601948	1.09162015469428	no	none
chr11:70634609-70635078	2.68645368504495	REnh	none
chr11:70661017-70661311	1.39089408422133	no	none
chr11:70831658-70831995	1.20036064802663	no	none
chr11:70962944-70964306	0.794115611513306	REnh	none
chr11:71009967-71011040	0.903167000778519	REnh	none
chr11:71054664-71054978	1.12528619016763	no	none
chr11:71131512-71131763	0.831214532854827	no	none
chr11:71159163-71159421	0.56971021030848	promoter	no
chr11:71159670-71160347	0.563310808270813	promoter	none
chr11:71164209-71164932	0.897021066863951	promoter	no
chr11:71350322-71350555	0.705166260341912	no	none
chr11:71445552-71445776	0.335413667873966	no	none
chr11:71498367-71499732	0.740181798623454	promoter	no
chr11:71638908-71640527	1.06573770302702	promoter	no
chr11:71736168-71736518	0.790618283116668	no	no
chr11:71751696-71753516	0.884883551831152	REnh	no
chr11:71791259-71791598	0.703198693553687	promoter	no
chr11:71802283-71802678	0.906062405361942	no	no
chr11:71813628-71815032	0.902642906181795	promoter	no
chr11:71822828-71823349	0.756189492156979	promoter	no
chr11:71823463-71824438	0.619103152644057	promoter	no
chr11:71894565-71894790	0.562425997557293	no	none
chr11:71934592-71936101	0.860258779211633	promoter	no
chr11:72145090-72145633	0.776701916628375	promoter	down
chr11:72284424-72284701	0.696078463981341	no	none
chr11:72353609-72354722	0.606599852433567	promoter	no
chr11:72432812-72433583	1.4486906125416	promoter	no
chr11:72436225-72436560	0.886020675232837	no	no
chr11:72492188-72492685	0.873731900264281	REnh	no
chr11:72504656-72505115	0.447196113712687	promoter	no
chr11:72524086-72525897	0.499332882949377	promoter	no
chr11:72532703-72533492	0.631897932428189	REnh	no
chr11:72542541-72542917	0.693167328453064	REnh	none
chr11:72852687-72854074	0.86294841491699	promoter	no
chr11:72889113-72889422	1.01673221127317	no	none
chr11:72896231-72896610	0.751957419391211	REnh	none
chr11:72929369-72929638	0.81291529467744	promoter	down
chr11:72948008-72948249	0.873731900264281	no	down
chr11:72953444-72953979	0.922921592045522	REnh	down
chr11:73000570-73000791	0.554851644693376	REnh	none
chr11:73018230-73018672	0.602550916836306	promoter	none
chr11:73018966-73020717	0.42693049789525	promoter	no
chr11:73087263-73088337	0.628502827027066	promoter	no
chr11:73115208-73115429	0.845637626943887	no	no
chr11:73189826-73190113	0.974353616225619	no	no
chr11:73308645-73309227	0.77673348264314	promoter	no
chr11:73336803-73337057	0.814596069451132	no	none
chr11:73372024-73372315	0.888269868654702	REnh	no
chr11:73471173-73472174	0.553130148585697	promoter	no
chr11:73490181-73491411	0.57161987723555	REnh	none
chr11:73498236-73500102	0.662633250095114	promoter	no
chr11:73586886-73588680	0.689623677236551	promoter	down
chr11:73642439-73642664	0.661775374593701	no	none
chr11:73675461-73675701	0.661145063217011	no	none
chr11:73693969-73694320	0.532331591912102	promoter	none
chr11:73845802-73847263	0.774296800283685	REnh	no
chr11:73847601-73847900	0.796863991150122	no	no
chr11:73849227-73850774	0.530602628471811	REnh	no
chr11:73852715-73853095	0.453219220992702	REnh	no
chr11:73860598-73860841	0.480412073778753	no	no
chr11:73882360-73883132	0.690198146548678	promoter	no
chr11:73966900-73967164	0.65571818234805	no	none
chr11:74099802-74100044	0.510685404309594	no	no
chr11:74109601-74109871	0.677987482689799	promoter	none
chr11:74164476-74164761	0.715159867548441	no	none
chr11:74204282-74204852	0.5523655615943	promoter	no
chr11:74281613-74281865	1.10757742101628	no	none
chr11:74303612-74304111	1.04828433316947	promoter	no
chr11:74459865-74460833	0.759804972446471	promoter	no
chr11:74659713-74661013	0.79920210119393	promoter	no
chr11:74733988-74734271	0.909321794368733	no	none
chr11:74851637-74851921	1.08683724179216	no	none
chr11:74855552-74855818	0.808365423935283	no	none
chr11:74916052-74916295	1.05250057551017	no	none
chr11:74952681-74953009	0.910061709007079	promoter	no
chr11:74959737-74960042	0.94188571463747	no	none
chr11:74991223-74991551	1.24267819212252	no	no
chr11:75039865-75040088	0.576544179085954	no	no
chr11:75061841-75063378	0.498730030965554	promoter	no
chr11:75095401-75095875	0.729501612644635	no	none
chr11:75097268-75097493	0.583562634493856	no	none
chr11:75099798-75100019	0.667338537997128	REnh	none
chr11:75110488-75111686	0.64258589490336	promoter	no
chr11:75141021-75141939	0.624292182504455	promoter	down
chr11:75156460-75156681	1.01241950348083	no	no
chr11:75203449-75203746	1.07039181350705	REnh	no
chr11:75236777-75237498	0.694253825513449	promoter	none
chr11:75243384-75243785	0.56460719049336	REnh	none
chr11:75245493-75246019	0.832663420815902	REnh	none
chr11:75248362-75248616	0.692082856550293	REnh	none
chr11:75258628-75258865	0.952922102705153	no	none
chr11:75272841-75275519	0.85299254153978	promoter	no
chr11:75434320-75434566	1.41754843569848	no	none
chr11:75479155-75480052	0.748987310101624	promoter	no
chr11:75526238-75527015	0.689331623361826	promoter	up
chr11:75578863-75579099	0.826630450115264	no	up
